country,source_file,status,detail
Micronesia_FSM,"FSM_SM.21.178, Sup. 2.xlsm",OK,FSM_SM.21.178_Ext_Debt_Data
Micronesia_FSM,"FSM_SM.24.34, Sup. 2.xlsm",OK,FSM_SM.24.34_Ext_Debt_Data
Moldova_MDA,"MDA_EBS.19.79, Sup. 1.xlsm",OK,MDA_EBS.19.79_Ext_Debt_Data
Moldova_MDA,"MDA_EBS.20.12, Sup. 2.xlsm",OK,MDA_EBS.20.12_Ext_Debt_Data
Moldova_MDA,MDA_EBS.20.52.xlsm,OK,MDA_EBS.20.52_Ext_Debt_Data
Moldova_MDA,"MDA_EBS.21.114, Sup. 2.xlsm",OK,MDA_EBS.21.114_Ext_Debt_Data
Moldova_MDA,"MDA_EBS.22.124, Sup. 1.xlsm",OK,MDA_EBS.22.124_Ext_Debt_Data
Moldova_MDA,"MDA_EBS.22.34, Sup. 1.xlsm",OK,MDA_EBS.22.34_Ext_Debt_Data
Moldova_MDA,"MDA_EBS.23.125, Sup. 1.xlsm",OK,MDA_EBS.23.125_Ext_Debt_Data
Mozambique_MOZ,"MOZ_EBS.19.21, Sup.1.xlsm",OK,MOZ_EBS.19.21_Ext_Debt_Data
Mozambique_MOZ,"MOZ_EBS.20.67, Sup. 1.xlsm",OK,MOZ_EBS.20.67_Ext_Debt_Data
Mozambique_MOZ,"MOZ_EBS.22.31, Sup. 2.xlsm",OK,MOZ_EBS.22.31_Ext_Debt_Data
Mozambique_MOZ,"MOZ_EBS.23.155, Sup. 1.xlsm",OK,MOZ_EBS.23.155_Ext_Debt_Data
Mozambique_MOZ,"MOZ_EBS.23.74, Sup. 1.xlsm",OK,MOZ_EBS.23.74_Ext_Debt_Data
Mozambique_MOZ,"MOZ_SM.18.32, Sup. 2.xlsm",OK,MOZ_SM.18.32_Inp_Out_Debt
Myanmar_MMR,"MMR_EBS.20.117, Sup. 1.xlsm",OK,MMR_EBS.20.117_Ext_Debt_Data
Myanmar_MMR,MMR_EBS.20.195.xlsm,OK,MMR_EBS.20.195_Ext_Debt_Data
Myanmar_MMR,"MMR_SM.18.30, Sup. 1.xlsm",OK,MMR_SM.18.30_Inp_Out_Debt
Myanmar_MMR,"MMR_SM.19.41, Sup. 2.xlsm",OK,MMR_SM.19.41_Ext_Debt_Data
Myanmar_MMR,"MMR_SM.20.42, Sup. 2.xlsm",OK,MMR_SM.20.42_Ext_Debt_Data
Nepal_NPL,NPL_EBS.20.84.xlsm,OK,NPL_EBS.20.84_Ext_Debt_Data
Nepal_NPL,"NPL_EBS.21.125, Sup. 1.xlsm",OK,NPL_EBS.21.125_Ext_Debt_Data
Nepal_NPL,"NPL_EBS.23.41, Sup. 2.xlsm",OK,NPL_EBS.23.41_Ext_Debt_Data
Nepal_NPL,"NPL_SM.19.20, Sup. 2.xlsm",OK,NPL_SM.19.20_Ext_Debt_Data
Nepal_NPL,"NPL_SM.20.53, Sup. 2.xlsm",OK,NPL_SM.20.53_Ext_Debt_Data
Nicaragua_NIC,NIC_EBS.20.168.xlsm,OK,NIC_EBS.20.168_Ext_Debt_Data
Nicaragua_NIC,"NIC_SM.20.36, Sup. 2.xlsm",OK,NIC_SM.20.36_Ext_Debt_Data
Nicaragua_NIC,"NIC_SM.23.6, Sup. 2.xlsm",SKIPPED-encrypted,
Nicaragua_NIC,"NIC_SM.24.4, Sup. 2.xlsm",OK,NIC_SM.24.4_Ext_Debt_Data
Niger_NER,"NER_EBS.18.107, Sup. 1.xlsm",OK,NER_EBS.18.107_Ext_Debt_Data
Niger_NER,"NER_EBS.19.53, Sup. 2.xlsm",OK,NER_EBS.19.53_Ext_Debt_Data
Niger_NER,"NER_EBS.20.158, Sup. 1.xlsm",OK,NER_EBS.20.158_Ext_Debt_Data
Niger_NER,NER_EBS.20.44.xlsm,OK,NER_EBS.20.44_Ext_Debt_Data
Niger_NER,"NER_EBS.21.101, Sup. 1.xlsm",OK,NER_EBS.21.101_Ext_Debt_Data
Niger_NER,"NER_EBS.22.113, Sup. 1.xlsm",OK,NER_EBS.22.113_Ext_Debt_Data
Niger_NER,"NER_EBS.23.73, Sup. 1.xlsm",OK,NER_EBS.23.73_Ext_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.20.109, Sup. 1.xlsm",SKIPPED-encrypted,
Papua New Guinea_PNG,"PNG_EBS.20.9, Sup. 2.xlsm",OK,PNG_EBS.20.9_Ext_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.22.38, Sup. 2.xlsm",OK,PNG_EBS.22.38_Ext_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.23.113, Sup. 1.xlsm",OK,PNG_EBS.23.113_Ext_Debt_Data
Papua New Guinea_PNG,"PNG_EBS.23.18, Sup. 2.xlsm",OK,PNG_EBS.23.18_Ext_Debt_Data
Papua New Guinea_PNG,"PNG_SM.18.267, Sup. 2.xlsm",OK,PNG_SM.18.267_Ext_Debt_Data
Rwanda_RWA,"RWA_EBS.18.43, Sup. 1.xlsm",OK,RWA_EBS.18.43_Inp_Out_Debt
Rwanda_RWA,"RWA_EBS.19.52, Sup. 1.XLSM",OK,RWA_EBS.19.52_Ext_Debt_Data
Rwanda_RWA,"RWA_EBS.20.114, Sup. 1.xlsm",OK,RWA_EBS.20.114_Ext_Debt_Data
Rwanda_RWA,"RWA_EBS.20.179, Sup. 1.xlsm",OK,RWA_EBS.20.179_Ext_Debt_Data
Rwanda_RWA,RWA_EBS.20.29.XLSM,OK,RWA_EBS.20.29_Ext_Debt_Data
Rwanda_RWA,RWA_EBS.21.120.xlsm,OK,RWA_EBS.21.120_Ext_Debt_Data
Rwanda_RWA,RWA_EBS.21.55.xlsm,OK,RWA_EBS.21.55_Ext_Debt_Data
Rwanda_RWA,"RWA_EBS.22.106, Sup. 1.xlsm",OK,RWA_EBS.22.106_Ext_Debt_Data
Rwanda_RWA,"RWA_EBS.23.134, Sup. 1.xlsm",OK,RWA_EBS.23.134_Ext_Debt_Data
Samoa_WSM,"WSM_EBS.20.68, Sup. 1.xlsm",OK,WSM_EBS.20.68_Ext_Debt_Data
Samoa_WSM,"WSM_SM.18.86, Sup. 2.xlsm",OK,WSM_SM.18.86_Inp_Out_Debt
Samoa_WSM,"WSM_SM.19.62, Sup. 2.xlsm",OK,WSM_SM.19.62_Ext_Debt_Data
Samoa_WSM,"WSM_SM.21.25, Sup. 1.xlsm",OK,WSM_SM.21.25_Ext_Debt_Data
Samoa_WSM,"WSM_SM.23.46, Sup. 1.xlsm",OK,WSM_SM.23.46_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.18.68, Sup. 1.xlsm",OK,STP_EBS.18.68_Inp_Out_Debt
Sao Tome and Principe_STP,"STP_EBS.19.83, Sup. 1.xlsm",OK,STP_EBS.19.83_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.20.127, Sup. 1.xlsm",OK,STP_EBS.20.127_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.20.61, Sup. 1.xlsm",OK,STP_EBS.20.61_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.21.1, Sup. 1.xlsm",OK,STP_EBS.21.1_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.21.77, Sup. 1.xlsm",OK,STP_EBS.21.77_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.22.15, Sup. 1.xlsm",OK,STP_EBS.22.15_Ext_Debt_Data
Sao Tome and Principe_STP,"STP_EBS.22.74, Sup.1.xlsm",OK,STP_EBS.22.74_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.18.126, Sup. 1.xlsm",OK,SEN_EBS.18.126_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.19.125,Sup. 1.xlsm",OK,SEN_EBS.19.125_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.20.191, Sup. 1.xlsm",OK,SEN_EBS.20.191_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.20.40, Sup. 1.xlsm",OK,SEN_EBS.20.40_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.21.121, Sup. 1.xlsm",OK,SEN_EBS.21.121_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.21.48, Sup. 1.xlsm",OK,SEN_EBS.21.48_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.22.49, Sup. 1.xlsm",OK,SEN_EBS.22.49_Ext_Debt_Data
Senegal_SEN,"SEN_EBS.23.66, Sup. 1.xlsm",OK,SEN_EBS.23.66_Ext_Debt_Data
Sierra Leone_SLE,"SLE_EBS.18.99, Sup. 1.xlsm",OK,SLE_EBS.18.99_Ext_Debt_Data
Sierra Leone_SLE,"SLE_EBS.20.106, Sup. 1.xlsm",OK,SLE_EBS.20.106_Ext_Debt_Data
Sierra Leone_SLE,SLE_EBS.20.27.xlsm,OK,SLE_EBS.20.27_Ext_Debt_Data
Sierra Leone_SLE,"SLE_EBS.21.12, Sup. 1.xlsm",OK,SLE_EBS.21.12_Ext_Debt_Data
Sierra Leone_SLE,"SLE_EBS.21.68, Sup. 1.xlsm",OK,SLE_EBS.21.68_Ext_Debt_Data
Sierra Leone_SLE,"SLE_EBS.22.52, Sup.1.xlsm",OK,SLE_EBS.22.52_Ext_Debt_Data
Sierra Leone_SLE,"SLE_EBS.23.117, Sup. 1.xlsm",OK,SLE_EBS.23.117_Ext_Debt_Data
Sierra Leone_SLE,SLE_EBS.23.55. Sup. 1.xlsm,OK,SLE_EBS.23.55._Ext_Debt_Data
Solomon Islands_SLB,"SLB_EBS.20.104, Sup. 1.xlsm",OK,SLB_EBS.20.104_Ext_Debt_Data
Solomon Islands_SLB,"SLB_SM.18.236, Sup. 2.XLSM",OK,SLB_SM.18.236_Ext_Debt_Data
Solomon Islands_SLB,"SLB_SM.18.4, Sup. 2.xlsm",OK,SLB_SM.18.4_Inp_Out_Debt
Solomon Islands_SLB,"SLB_SM.20.26, Sup. 2.xlsm",OK,SLB_SM.20.26_Ext_Debt_Data
Solomon Islands_SLB,"SLB_SM.21.211, Sup. 1.xlsm",OK,SLB_SM.21.211_Ext_Debt_Data
Solomon Islands_SLB,"SLB_SM.23.89, Sup. 2.xlsm",OK,SLB_SM.23.89_Ext_Debt_Data
Somalia_SOM,"SOM_EBS.19.67, Sup. 2.xlsm",OK,SOM_EBS.19.67_Ext_Debt_Data
Somalia_SOM,"SOM_EBS.20.165, Sup. 1.xlsm",OK,SOM_EBS.20.165_Ext_Debt_Data
Somalia_SOM,"SOM_EBS.20.20, Sup. 1.xlsm",OK,SOM_EBS.20.20_Ext_Debt_Data
Somalia_SOM,"SOM_EBS.22.43, Sup. 1.xlsm",OK,SOM_EBS.22.43_Ext_Debt_Data
Somalia_SOM,"SOM_EBS.23.130, Sup. 1.xlsm",OK,SOM_EBS.23.130_Ext_Debt_Data
Somalia_SOM,"SOM_EBS.23.45, Sup. 1.xlsm",OK,SOM_EBS.23.45_Ext_Debt_Data
South Sudan_SSD,"SSD_EBS.20.162, Sup. 1.xlsm",OK,SSD_EBS.20.162_Ext_Debt_Data
South Sudan_SSD,"SSD_EBS.21.27, Sup. 1.xlsm",OK,SSD_EBS.21.27_Ext_Debt_Data
South Sudan_SSD,"SSD_EBS.22.68, Sup. 1.xlsm",OK,SSD_EBS.22.68_Ext_Debt_Data
South Sudan_SSD,"SSD_EBS.23.15, Sup. 1.xlsm",OK,SSD_EBS.23.15_Ext_Debt_Data
South Sudan_SSD,"SSD_SM.19.105, Sup. 2.xlsm",OK,SSD_SM.19.105_Ext_Debt_Data
St. Vincent_VCT,"VCT_EBS.20.96, Sup. 1.xlsm",OK,VCT_EBS.20.96_Ext_Debt_Data
St. Vincent_VCT,VCT_EBS.21.64.xlsm,OK,VCT_EBS.21.64_Ext_Debt_Data
St. Vincent_VCT,"VCT_SM.19.23, Sup. 2.xlsm",OK,VCT_SM.19.23_Ext_Debt_Data
St. Vincent_VCT,"VCT_SM.22.243, Sup. 2.xlsm",OK,VCT_SM.22.243_Ext_Debt_Data
Sudan_SDN,"SDN_EBS.20.138, Sup. 1.xlsm",OK,SDN_EBS.20.138_Ext_Debt_Data
Sudan_SDN,"SDN_EBS.21.60, Sup. 1.xlsm",OK,SDN_EBS.21.60_Ext_Debt_Data
Sudan_SDN,"SDN_SM.20.38, Sup. 2.xlsm",OK,SDN_SM.20.38_Ext_Debt_Data
Tajikistan_TJK,"TJK_EBS.20.86, Sup. 2.xlsm",OK,TJK_EBS.20.86_Ext_Debt_Data
Tajikistan_TJK,"TJK_EBS.24.12, Sup. 1.xlsm",OK,TJK_EBS.24.12_Ext_Debt_Data
Tajikistan_TJK,"TJK_SM.19.289, Sup. 2.xlsm",OK,TJK_SM.19.289_Ext_Debt_Data
Tajikistan_TJK,"TJK_SM.22.1, Sup. 2.xlsm",OK,TJK_SM.22.1_Ext_Debt_Data
Tajikistan_TJK,"TJK_SM.23.42, Sup. 1.xlsm",OK,TJK_SM.23.42_Ext_Debt_Data
Tazania_TZA,"TZA_EBS.21.78, Sup.1.xlsm",OK,TZA_EBS.21.78_Ext_Debt_Data
Tazania_TZA,"TZA_EBS.22.64, Sup. 1.xlsm",OK,TZA_EBS.22.64_Ext_Debt_Data
Tazania_TZA,"TZA_EBS.23.36, Sup. 2.xlsm",OK,TZA_EBS.23.36_Ext_Debt_Data
Tazania_TZA,"TZA_SM.19.49, Sup. 2.xlsm",OK,TZA_SM.19.49_Ext_Debt_Data
Timor-Leste_TLS,"TLS_SM.19.57, Sup. 2.xlsm",OK,TLS_SM.19.57_Ext_Debt_Data
Timor-Leste_TLS,"TLS_SM.21.111, Sup. 2.xlsm",OK,TLS_SM.21.111_Ext_Debt_Data
Timor-Leste_TLS,"TLS_SM.22.204, Sup. 2.xlsm",OK,TLS_SM.22.204_Ext_Debt_Data
Timor-Leste_TLS,"TLS_SM.24.30, Sup. 2.xlsm",OK,TLS_SM.24.30_Ext_Debt_Data
Togo_TGO,"TGO_ EBS.19.88, Sup. 1.xlsm",OK,TGO_ EBS.19.88_Ext_Debt_Data
Togo_TGO,"TGO_EBS.18.106, Sup. 1.xlsm",OK,TGO_EBS.18.106_Ext_Debt_Data
Togo_TGO,"TGO_EBS.18.46, Sup. 1.xlsm",OK,TGO_EBS.18.46_Inp_Out_Debt
Togo_TGO,"TGO_EBS.19.50, Sup. 2.xlsm",OK,TGO_EBS.19.50_Ext_Debt_Data
Togo_TGO,"TGO_EBS.20.28, Sup. 1.xlsm",OK,TGO_EBS.20.28_Ext_Debt_Data
Togo_TGO,"TGO_EBS.24.14, Sup. 1.xlsm",OK,TGO_EBS.24.14_Ext_Debt_Data
Tonga_TON,"TON_EBS.20.196, Sup. 1.xlsm",OK,TON_EBS.20.196_Ext_Debt_Data
Tonga_TON,"TON_EBS.22.63, Sup. 1.xlsm",OK,TON_EBS.22.63_Ext_Debt_Data
Tonga_TON,"TON_SM.23.215, Sup. 2.xlsm",OK,TON_SM.23.215_Ext_Debt_Data
Tuvalu_TUV,"TUV_ SM.21.131, Sup. 2.xlsm",OK,TUV_ SM.21.131_Ext_Debt_Data
Tuvalu_TUV,"TUV_SM.18.151, Sup. 1.xlsm",OK,TUV_SM.18.151_Inp_Out_Debt
Tuvalu_TUV,"TUV_SM.23.157, Sup. 1.xlsm",OK,TUV_SM.23.157_Ext_Debt_Data
Uganda_UGA,"UGA_EBS.20.87, Sup. 1.xlsm",OK,UGA_EBS.20.87_Ext_Debt_Data
Uganda_UGA,"UGA_EBS.21.54, Sup 1.xlsm",OK,UGA_EBS.21.54_Ext_Debt_Data
Uganda_UGA,"UGA_EBS.22.8, Sup. 2.xlsm",OK,UGA_EBS.22.8_Ext_Debt_Data
Uganda_UGA,"UGA_EBS.23.62, Sup. 1.xlsm",OK,UGA_EBS.23.62_Ext_Debt_Data
Uganda_UGA,"UGA_SM.19.81, Sup. 2.xlsm",OK,UGA_SM.19.81_Ext_Debt_Data
Uzbekistan_UZB,"UZB_EBS.20.95, Sup. 1.xlsm",OK,UZB_EBS.20.95_Ext_Debt_Data
Uzbekistan_UZB,"UZB_SM.18.89, Sup. 2.xlsm",OK,UZB_SM.18.89_Inp_Out_Debt
Uzbekistan_UZB,"UZB_SM.19.83, Sup. 2.xlsm",OK,UZB_SM.19.83_Ext_Debt_Data
Uzbekistan_UZB,"UZB_SM.21.47, Sup. 2.xlsm",OK,UZB_SM.21.47_Ext_Debt_Data
Uzbekistan_UZB,"UZB_SM.22.120, Sup. 1.xlsm",OK,UZB_SM.22.120_Ext_Debt_Data
Vanuatu_VUT,"VUT_SM.18.72, Sup. 2.xlsm",OK,VUT_SM.18.72_Inp_Out_Debt
Vanuatu_VUT,"VUT_SM.19.113, Sup. 2.xlsm",OK,VUT_SM.19.113_Ext_Debt_Data
Vanuatu_VUT,"VUT_SM.21.151, Sup. 2.xlsm",OK,VUT_SM.21.151_Ext_Debt_Data
Vanuatu_VUT,"VUT_SM.23.52, Sup. 1.xlsm",OK,VUT_SM.23.52_Ext_Debt_Data
Yemen_YEM,YEM_EBS.16.53_2016-06-01.xlsm,OK,YEM_EBS.16.53_2016_Inp_Out_Debt
Zambia_ZMB,"ZMB_EBS.22.73, Sup. 1.xlsm",SKIPPED-encrypted,
Zambia_ZMB,"ZMB_EBS.23.146, Sup. 1.xlsm",SKIPPED-encrypted,
Zambia_ZMB,"ZMB_EBS.23.77, Sup. 2.xlsm",SKIPPED-encrypted,
Zambia_ZMB,"ZMB_SM.19.188, Sup. 2.xlsm",SKIPPED-encrypted,
Zimbabwe_ZWE,"ZWE_SM.20.43, Sup. 1.xlsm",OK,ZWE_SM.20.43_Ext_Debt_Data
Zimbabwe_ZWE,"ZWE_SM.22.50, Sup. 2.xlsm",OK,ZWE_SM.22.50_Ext_Debt_Data
Zimbabwe_ZWE,"ZWE_SM.23.55, Sup. 1.xlsm",OK,ZWE_SM.23.55_Ext_Debt_Data
